Date,Open,High,Low,Close
2010/10/28,1184.46997,1189.53003,1177.09998,1183.78003
2010/10/27,1183.83997,1183.83997,1171.69995,1182.44995
2010/10/26,1184.88,1187.10999,1177.71997,1185.64001
2010/10/25,1184.73999,1196.14001,1184.73999,1185.62
2010/10/22,1180.52002,1183.93005,1178.98999,1183.07996
2010/10/21,1179.81995,1189.43005,1171.17004,1180.26001
2010/10/20,1166.73999,1182.93994,1166.73999,1178.17004
2010/10/19,1178.64001,1178.64001,1159.70996,1165.90002
2010/10/18,1176.82996,1185.53003,1174.55005,1184.70996
2010/10/15,1177.46997,1181.19995,1167.12,1176.18994
2010/10/14,1177.81995,1178.89001,1166.70996,1173.81006
2010/10/13,1171.31995,1184.38,1171.31995,1178.09998
2010/10/12,1164.28003,1172.57996,1155.70996,1169.77002
2010/10/11,1165.31995,1168.68005,1162.02002,1165.31995
2010/10/08,1158.35999,1167.72998,1155.57996,1165.15002
2010/10/07,1161.56995,1163.87,1151.41003,1158.06006
2010/10/06,1159.81006,1162.32996,1154.84998,1159.96997
2010/10/05,1140.68005,1162.76001,1140.68005,1160.75
2010/10/04,1144.95996,1148.16003,1131.87,1137.03003
2010/10/01,1143.48999,1150.30005,1139.42004,1146.23999
2010/09/30,1145.96997,1157.16003,1136.07996,1141.19995
2010/09/29,1146.75,1148.63,1140.26001,1144.72998
2010/09/28,1142.31006,1150,1132.08997,1147.69995
2010/09/27,1148.64001,1149.92004,1142,1142.16003
2010/09/24,1131.68994,1148.90002,1131.68994,1148.67004
2010/09/23,1131.09998,1136.77002,1122.79004,1124.82996
2010/09/22,1139.48999,1144.38,1131.57996,1134.28003
2010/09/21,1142.81995,1148.58997,1136.21997,1139.78003
2010/09/20,1126.56995,1144.85999,1126.56995,1142.70996
2010/09/17,1126.39001,1131.46997,1122.43005,1125.58997
2010/09/16,1123.89001,1125.43994,1118.88,1124.66003
2010/09/15,1119.43005,1126.45996,1114.63,1125.06995
2010/09/14,1121.16003,1127.35999,1115.57996,1121.09998
2010/09/13,1113.38,1123.87,1113.38,1121.90002
2010/09/10,1104.56995,1110.88,1103.92004,1109.55005
2010/09/09,1101.15002,1110.27002,1101.15002,1104.18005
2010/09/08,1092.35999,1103.26001,1092.35999,1098.87
2010/09/07,1102.59998,1102.59998,1091.15002,1091.83997
2010/09/03,1093.60999,1105.09998,1093.60999,1104.51001
2010/09/02,1080.66003,1090.09998,1080.39001,1090.09998
2010/09/01,1049.71997,1081.30005,1049.71997,1080.29004
2010/08/31,1046.88,1055.14001,1040.88,1049.32996
2010/08/30,1062.90002,1064.40002,1048.79004,1048.92004
2010/08/27,1049.27002,1065.20996,1039.69995,1064.58997
2010/08/26,1056.28003,1061.44995,1045.40002,1047.21997
2010/08/25,1048.97998,1059.38,1039.82996,1055.32996
2010/08/24,1063.19995,1063.19995,1046.68005,1051.87
2010/08/23,1073.35999,1081.57996,1067.07996,1067.35999
2010/08/20,1075.63,1075.63,1063.91003,1071.68994
2010/08/19,1092.43994,1092.43994,1070.66003,1075.63
2010/08/18,1092.07996,1099.77002,1085.76001,1094.16003
2010/08/17,1081.16003,1100.14001,1081.16003,1092.54004
2010/08/16,1077.48999,1082.62,1069.48999,1079.38
2010/08/13,1082.21997,1086.25,1079,1079.25
2010/08/12,1081.47998,1086.71997,1076.68994,1083.60999
2010/08/11,1116.89001,1116.89001,1088.55005,1089.46997
2010/08/10,1122.92004,1127.16003,1111.57996,1121.06006
2010/08/09,1122.80005,1129.23999,1120.91003,1127.79004
2010/08/06,1122.06995,1123.06006,1107.17004,1121.64001
2010/08/05,1125.78003,1126.56006,1118.81006,1125.81006
2010/08/04,1121.06006,1128.75,1119.45996,1127.23999
2010/08/03,1125.33997,1125.43994,1116.76001,1120.45996
2010/08/02,1107.53003,1127.30005,1107.53003,1125.85999
2010/07/30,1098.43994,1106.43994,1088.01001,1101.59998
2010/07/29,1108.06995,1115.90002,1092.81995,1101.53003
2010/07/28,1112.83997,1114.66003,1103.10999,1106.13
2010/07/27,1117.35999,1120.94995,1109.78003,1113.83997
2010/07/26,1102.89001,1115.01001,1101.30005,1115.01001
2010/07/23,1092.17004,1103.72998,1087.88,1102.66003
2010/07/22,1072.14001,1097.5,1072.14001,1093.67004
2010/07/21,1086.67004,1088.95996,1065.25,1069.58997
2010/07/20,1064.53003,1083.93994,1056.88,1083.47998
2010/07/19,1066.84998,1074.69995,1061.10999,1071.25
2010/07/16,1093.84998,1093.84998,1063.31995,1064.88
2010/07/15,1094.45996,1098.66003,1080.53003,1096.47998
2010/07/14,1095.60999,1099.07996,1087.68005,1095.17004
2010/07/13,1080.65002,1099.45996,1080.65002,1095.33997
2010/07/12,1077.22998,1080.78003,1070.44995,1078.75
2010/07/09,1070.5,1078.16003,1068.09998,1077.95996
2010/07/08,1062.92004,1071.25,1058.23999,1070.25
2010/07/07,1028.54004,1060.89001,1028.54004,1060.27002
2010/07/06,1028.08997,1042.5,1018.34998,1028.06006
2010/07/02,1027.65002,1032.94995,1015.92999,1022.58002
2010/07/01,1031.09998,1033.57996,1010.90997,1027.37
2010/06/30,1040.56006,1048.07996,1028.32996,1030.70996
2010/06/29,1071.09998,1071.09998,1035.18005,1041.23999
2010/06/28,1077.5,1082.59998,1071.44995,1074.56995
2010/06/25,1075.09998,1083.56006,1067.89001,1076.76001
2010/06/24,1090.93005,1090.93005,1071.59998,1073.68994
2010/06/23,1095.56995,1099.64001,1085.31006,1092.04004
2010/06/22,1113.90002,1118.5,1094.18005,1095.31006
2010/06/21,1122.79004,1131.22998,1108.23999,1113.19995
2010/06/18,1116.16003,1121.01001,1113.93005,1117.51001
2010/06/17,1115.97998,1117.71997,1105.87,1116.04004
2010/06/16,1114.02002,1118.73999,1107.13,1114.60999
2010/06/15,1091.20996,1115.58997,1091.20996,1115.22998
2010/06/14,1095,1105.91003,1089.03003,1089.63
2010/06/11,1082.65002,1092.25,1077.12,1091.59998
2010/06/10,1058.77002,1087.84998,1058.77002,1086.83997
2010/06/09,1062.75,1077.73999,1052.25,1055.68994
2010/06/08,1050.81006,1063.15002,1042.17004,1062
2010/06/07,1065.83997,1071.35999,1049.85999,1050.46997
2010/06/04,1098.43005,1098.43005,1060.5,1064.88
2010/06/03,1098.81995,1105.67004,1091.81006,1102.82996
2010/06/02,1073.01001,1098.56006,1072.03003,1098.38
2010/06/01,1087.30005,1094.77002,1069.89001,1070.70996
2010/05/28,1102.58997,1102.58997,1084.78003,1089.41003
2010/05/27,1074.27002,1103.52002,1074.27002,1103.06006
2010/05/26,1075.51001,1090.75,1065.58997,1067.94995
2010/05/25,1067.42004,1074.75,1040.78003,1074.03003
2010/05/24,1084.78003,1089.94995,1072.69995,1073.65002
2010/05/21,1067.26001,1090.16003,1055.90002,1087.68994
2010/05/20,1107.33997,1107.33997,1071.57996,1071.58997
2010/05/19,1119.56995,1124.27002,1100.66003,1115.05005
2010/05/18,1138.78003,1148.66003,1117.19995,1120.80005
2010/05/17,1136.52002,1141.88,1114.95996,1136.93994
2010/05/14,1157.18994,1157.18994,1126.14001,1135.68005
2010/05/13,1170.04004,1173.56995,1156.14001,1157.43994
2010/05/12,1155.43005,1172.87,1155.43005,1171.67004
2010/05/11,1156.39001,1170.47998,1147.70996,1155.79004
2010/05/10,1122.27002,1163.84998,1122.27002,1159.72998
2010/05/07,1127.04004,1135.13,1094.15002,1110.88
2010/05/06,1164.38,1167.57996,1065.79004,1128.15002
2010/05/05,1169.23999,1175.94995,1158.15002,1165.87
2010/05/04,1197.5,1197.5,1168.12,1173.59998
2010/05/03,1188.57996,1205.13,1188.57996,1202.26001
2010/04/30,1206.77002,1207.98999,1186.31995,1186.68994
2010/04/29,1193.30005,1209.35999,1193.30005,1206.78003
2010/04/28,1184.58997,1195.05005,1181.81006,1191.35999
2010/04/27,1209.92004,1211.38,1181.62,1183.70996
2010/04/26,1217.06995,1219.80005,1211.06995,1212.05005
2010/04/23,1207.87,1217.28003,1205.09998,1217.28003
2010/04/22,1202.52002,1210.27002,1190.18994,1208.67004
2010/04/21,1207.16003,1210.98999,1198.84998,1205.93994
2010/04/20,1199.04004,1208.57996,1199.04004,1207.17004
2010/04/19,1192.06006,1197.87,1183.68005,1197.52002
2010/04/16,1210.17004,1210.17004,1186.77002,1192.13
2010/04/15,1210.77002,1213.92004,1208.5,1211.67004
2010/04/14,1198.68994,1210.65002,1198.68994,1210.65002
2010/04/13,1195.93994,1199.04004,1188.81995,1197.30005
2010/04/12,1194.93994,1199.19995,1194.70996,1196.47998
2010/04/09,1187.46997,1194.66003,1187.15002,1194.37
2010/04/08,1181.75,1188.55005,1175.12,1186.43994
2010/04/07,1188.22998,1189.59998,1177.25,1182.44995
2010/04/06,1186.01001,1191.80005,1182.77002,1189.43994
2010/04/05,1178.70996,1187.72998,1178.70996,1187.43994
2010/04/01,1171.22998,1181.43005,1170.68994,1178.09998
2010/03/31,1171.75,1174.56006,1165.77002,1169.43005
2010/03/30,1173.75,1177.82996,1168.92004,1173.27002
2010/03/29,1167.70996,1174.84998,1167.70996,1173.21997
2010/03/26,1167.57996,1173.93005,1161.47998,1166.58997
2010/03/25,1170.03003,1180.68994,1165.08997,1165.72998
2010/03/24,1172.69995,1173.04004,1166.01001,1167.71997
2010/03/23,1166.46997,1174.71997,1163.82996,1174.17004
2010/03/22,1157.25,1167.81995,1152.88,1165.81006
2010/03/19,1166.68005,1169.19995,1155.32996,1159.90002
2010/03/18,1166.13,1167.77002,1161.16003,1165.82996
2010/03/17,1159.93994,1169.83997,1159.93994,1166.20996
2010/03/16,1150.82996,1160.28003,1150.34998,1159.45996
2010/03/15,1148.53003,1150.97998,1141.44995,1150.51001
2010/03/12,1151.70996,1153.41003,1146.96997,1149.98999
2010/03/11,1143.95996,1150.23999,1138.98999,1150.23999
2010/03/10,1140.21997,1148.26001,1140.08997,1145.60999
2010/03/09,1137.56006,1145.37,1134.90002,1140.44995
2010/03/08,1138.40002,1141.05005,1136.77002,1138.5
2010/03/05,1125.12,1139.38,1125.12,1138.69995
2010/03/04,1119.12,1123.72998,1116.66003,1122.96997
2010/03/03,1119.35999,1125.64001,1116.57996,1118.79004
2010/03/02,1117.01001,1123.45996,1116.51001,1118.31006
2010/03/01,1105.35999,1116.10999,1105.35999,1115.70996
2010/02/26,1103.09998,1107.23999,1097.56006,1104.48999
2010/02/25,1101.23999,1103.5,1086.02002,1102.93994
2010/02/24,1095.89001,1106.42004,1095.5,1105.23999
2010/02/23,1107.48999,1108.57996,1092.18005,1094.59998
2010/02/22,1110,1112.29004,1105.38,1108.01001
2010/02/19,1105.48999,1112.42004,1100.80005,1109.17004
2010/02/18,1099.03003,1108.23999,1097.47998,1106.75
2010/02/17,1096.14001,1101.03003,1094.71997,1099.51001
2010/02/16,1079.13,1095.67004,1079.13,1094.87
2010/02/12,1075.94995,1077.81006,1062.96997,1075.51001
2010/02/11,1067.09998,1080.04004,1060.58997,1078.46997
2010/02/10,1069.68005,1073.67004,1059.33997,1068.13
2010/02/09,1060.06006,1079.28003,1060.06006,1070.52002
2010/02/08,1065.51001,1071.19995,1056.51001,1056.73999
2010/02/05,1064.12,1067.13,1044.5,1066.18994
2010/02/04,1097.25,1097.25,1062.78003,1063.10999
2010/02/03,1100.67004,1102.71997,1093.96997,1097.28003
2010/02/02,1090.05005,1104.72998,1087.95996,1103.31995
2010/02/01,1073.89001,1089.38,1073.89001,1089.18994
2010/01/29,1087.60999,1096.44995,1071.58997,1073.87
2010/01/28,1096.93005,1100.21997,1078.45996,1084.53003
2010/01/27,1091.93994,1099.51001,1083.10999,1097.5
2010/01/26,1095.80005,1103.68994,1089.85999,1092.17004
2010/01/25,1092.40002,1102.96997,1092.40002,1096.78003
2010/01/22,1115.48999,1115.48999,1090.18005,1091.76001
2010/01/21,1138.68005,1141.57996,1114.83997,1116.47998
2010/01/20,1147.94995,1147.94995,1129.25,1138.04004
2010/01/19,1136.03003,1150.44995,1135.77002,1150.22998
2010/01/15,1147.71997,1147.77002,1131.39001,1136.03003
2010/01/14,1145.68005,1150.41003,1143.80005,1148.45996
2010/01/13,1137.31006,1148.40002,1133.18005,1145.68005
2010/01/12,1143.81006,1143.81006,1131.77002,1136.21997
2010/01/11,1145.95996,1149.73999,1142.02002,1146.97998
2010/01/08,1140.52002,1145.39001,1136.21997,1144.97998
2010/01/07,1136.27002,1142.45996,1131.31995,1141.68994
2010/01/06,1135.70996,1139.18994,1133.94995,1137.14001
2010/01/05,1132.66003,1136.63,1129.66003,1136.52002
2010/01/04,1116.56006,1133.87,1116.56006,1132.98999
2009/12/31,1126.59998,1127.64001,1114.81006,1115.09998
2009/12/30,1125.53003,1126.42004,1121.93994,1126.42004
2009/12/29,1128.55005,1130.38,1126.07996,1126.19995
2009/12/28,1127.53003,1130.38,1123.51001,1127.78003
2009/12/24,1121.07996,1126.47998,1121.07996,1126.47998
2009/12/23,1118.83997,1121.57996,1116,1120.58997
2009/12/22,1114.51001,1120.27002,1114.51001,1118.02002
2009/12/21,1105.31006,1117.68005,1105.31006,1114.05005
2009/12/18,1097.85999,1103.73999,1093.88,1102.46997
2009/12/17,1106.35999,1106.35999,1095.88,1096.07996
2009/12/16,1108.60999,1116.20996,1107.95996,1109.18005
2009/12/15,1114.10999,1114.10999,1105.34998,1107.93005
2009/12/14,1107.83997,1114.76001,1107.83997,1114.10999
2009/12/11,1103.95996,1108.5,1101.33997,1106.41003
2009/12/10,1098.68994,1106.25,1098.68994,1102.34998
2009/12/09,1091.06995,1097.04004,1085.89001,1095.94995
2009/12/08,1103.04004,1103.04004,1088.60999,1091.93994
2009/12/07,1105.52002,1110.71997,1100.82996,1103.25
2009/12/04,1100.43005,1119.13,1096.52002,1105.97998
2009/12/03,1110.58997,1117.28003,1098.73999,1099.92004
2009/12/02,1109.03003,1115.57996,1105.29004,1109.23999
2009/12/01,1098.89001,1112.28003,1098.89001,1108.85999
2009/11/30,1091.06995,1097.23999,1086.25,1095.63
2009/11/27,1105.46997,1105.46997,1083.73999,1091.48999
2009/11/25,1106.48999,1111.18005,1104.75,1110.63
2009/11/24,1105.82996,1107.56006,1097.63,1105.65002
2009/11/23,1094.85999,1112.38,1094.85999,1106.23999
2009/11/20,1094.66003,1094.66003,1086.81006,1091.38
2009/11/19,1106.43994,1106.43994,1088.40002,1094.90002
2009/11/18,1109.43994,1111.09998,1102.69995,1109.80005
2009/11/17,1109.21997,1110.52002,1102.18994,1110.31995
2009/11/16,1094.13,1113.68994,1094.13,1109.30005
2009/11/13,1087.58997,1097.79004,1085.32996,1093.47998
2009/11/12,1098.31006,1101.96997,1084.90002,1087.23999
2009/11/11,1096.04004,1105.37,1093.81006,1098.51001
2009/11/10,1091.85999,1096.42004,1087.40002,1093.01001
2009/11/09,1072.31006,1093.18994,1072.31006,1093.07996
2009/11/06,1064.94995,1071.47998,1059.31995,1069.30005
2009/11/05,1047.30005,1066.65002,1047.30005,1066.63
2009/11/04,1047.14001,1061,1045.15002,1046.5
2009/11/03,1040.92004,1046.35999,1033.93994,1045.41003
2009/11/02,1036.18005,1052.18005,1029.38,1042.88
2009/10/30,1065.41003,1065.41003,1033.38,1036.18994
2009/10/29,1043.68994,1066.82996,1043.68994,1066.10999
2009/10/28,1061.51001,1063.26001,1042.18994,1042.63
2009/10/27,1067.54004,1072.47998,1060.62,1063.41003
2009/10/26,1080.35999,1091.75,1065.22998,1066.94995
2009/10/23,1095.62,1095.82996,1075.48999,1079.59998
2009/10/22,1080.95996,1095.20996,1074.31006,1092.91003
2009/10/21,1090.35999,1101.35999,1080.77002,1081.40002
2009/10/20,1098.64001,1098.64001,1086.16003,1091.06006
2009/10/19,1088.21997,1100.17004,1086.47998,1097.91003
2009/10/16,1094.67004,1094.67004,1081.53003,1087.68005
2009/10/15,1090.35999,1096.56006,1086.41003,1096.56006
2009/10/14,1078.68005,1093.17004,1078.68005,1092.02002
2009/10/13,1074.95996,1075.30005,1066.70996,1073.18994
2009/10/12,1071.63,1079.45996,1071.63,1076.18994
2009/10/09,1065.28003,1071.51001,1063,1071.48999
2009/10/08,1060.03003,1070.67004,1060.03003,1065.47998
2009/10/07,1053.65002,1058.02002,1050.09998,1057.57996
2009/10/06,1042.02002,1060.55005,1042.02002,1054.71997
2009/10/05,1026.87,1042.57996,1025.92004,1040.45996
2009/10/02,1029.70996,1030.59998,1019.95001,1025.20996
2009/10/01,1054.91003,1054.91003,1029.44995,1029.84998
2009/09/30,1061.02002,1063.40002,1046.46997,1057.07996
2009/09/29,1063.68994,1069.62,1057.82996,1060.60999
2009/09/28,1045.38,1065.13,1045.38,1062.97998
2009/09/25,1049.47998,1053.46997,1041.17004,1044.38
2009/09/24,1062.56006,1066.29004,1045.84998,1050.78003
2009/09/23,1072.68994,1080.15002,1060.39001,1060.87
2009/09/22,1066.34998,1073.81006,1066.34998,1071.66003
2009/09/21,1067.14001,1067.28003,1057.45996,1064.66003
2009/09/18,1066.59998,1071.52002,1064.27002,1068.30005
2009/09/17,1067.87,1074.77002,1061.19995,1065.48999
2009/09/16,1053.98999,1068.76001,1052.87,1068.76001
2009/09/15,1049.03003,1056.04004,1043.42004,1052.63
2009/09/14,1040.15002,1049.73999,1035,1049.33997
2009/09/11,1043.92004,1048.18005,1038.40002,1042.72998
2009/09/10,1032.98999,1044.14001,1028.04004,1044.14001
2009/09/09,1025.35999,1036.33997,1023.96997,1033.37
2009/09/08,1018.66998,1026.06995,1018.66998,1025.39001
2009/09/04,1003.84003,1016.47998,1001.65002,1016.40002
2009/09/03,996.12,1003.42999,992.25,1003.23999
2009/09/02,996.07001,1000.34003,991.96997,994.75
2009/09/01,1019.52002,1028.44995,996.28003,998.03998
2009/08/31,1025.20996,1025.20996,1014.62,1020.62
2009/08/28,1031.62,1039.46997,1023.13,1028.93005
2009/08/27,1027.81006,1033.32996,1016.20001,1030.97998
2009/08/26,1027.34998,1032.46997,1021.57001,1028.12
2009/08/25,1026.63,1037.75,1026.20996,1028
2009/08/24,1026.58997,1035.81995,1022.47998,1025.56995
2009/08/21,1009.06,1027.58997,1009.06,1026.13
2009/08/20,996.40997,1008.91998,996.39001,1007.37
2009/08/19,986.88,999.60999,980.62,996.46002
2009/08/18,980.62,991.20001,980.62,989.66998
2009/08/17,998.17999,998.17999,978.51001,979.72998
2009/08/14,1012.22998,1012.59998,994.59998,1004.09003
2009/08/13,1005.85999,1013.14001,1000.82001,1012.72998
2009/08/12,994,1012.78003,993.35999,1005.81
2009/08/11,1005.77002,1005.77002,992.40002,994.34998
2009/08/10,1008.89001,1010.12,1000.98999,1007.09998
2009/08/07,999.83002,1018,999.83002,1010.47998
2009/08/06,1004.06,1008,992.48999,997.08002
2009/08/05,1005.40997,1006.64001,994.31,1002.71997
2009/08/04,1001.40997,1007.12,996.67999,1005.65002
2009/08/03,990.21997,1003.60999,990.21997,1002.63
2009/07/31,986.79999,993.17999,982.84998,987.47998
2009/07/30,976.01001,996.67999,976.01001,986.75
2009/07/29,977.65997,977.76001,968.65002,975.15002
2009/07/28,981.47998,982.34998,969.34998,979.62
2009/07/27,978.63,982.48999,972.28998,982.17999
2009/07/24,972.15997,979.78998,965.95001,979.26001
2009/07/23,954.07001,979.41998,953.27002,976.28998
2009/07/22,953.40002,959.83002,947.75,954.07001
2009/07/21,951.96997,956.53003,943.21997,954.58002
2009/07/20,942.07001,951.62,940.98999,951.13
2009/07/17,940.56,941.89001,934.65002,940.38
2009/07/16,930.16998,943.96002,927.45001,940.73999
2009/07/15,910.15002,933.95001,910.15002,932.67999
2009/07/14,900.77002,905.84003,896.5,905.84003
2009/07/13,879.57001,901.04999,875.32001,901.04999
2009/07/10,880.03003,883.57001,872.81,879.13
2009/07/09,881.28003,887.85999,878.45001,882.67999
2009/07/08,881.90002,886.79999,869.32001,879.56
2009/07/07,898.59998,898.59998,879.92999,881.03003
2009/07/06,894.27002,898.71997,886.35999,898.71997
2009/07/02,921.23999,921.23999,896.41998,896.41998
2009/07/01,920.82001,931.91998,920.82001,923.33002
2009/06/30,927.15002,930.01001,912.85999,919.32001
2009/06/29,919.85999,927.98999,916.17999,927.22998
2009/06/26,918.84003,922,913.03003,918.90002
2009/06/25,899.45001,921.41998,896.27002,920.26001
2009/06/24,896.31,910.84998,896.31,900.94
2009/06/23,893.46002,898.69,888.85999,895.09998
2009/06/22,918.13,918.13,893.03998,893.03998
2009/06/19,919.96002,927.09003,915.79999,921.22998
2009/06/18,910.85999,921.92999,907.94,918.37
2009/06/17,911.89001,918.44,903.78003,910.71002
2009/06/16,925.59998,928,911.59998,911.96997
2009/06/15,942.45001,942.45001,919.65002,923.71997
2009/06/12,943.44,946.29999,935.65997,946.21002
2009/06/11,939.03998,956.22998,939.03998,944.89001
2009/06/10,942.72998,949.77002,927.96997,939.15002
2009/06/09,940.34998,946.91998,936.15002,942.42999
2009/06/08,938.12,946.33002,926.44,939.14001
2009/06/05,945.66998,951.69,934.13,940.09003
2009/06/04,932.48999,942.46997,929.32001,942.46002
2009/06/03,942.51001,942.51001,923.84998,931.76001
2009/06/02,942.87,949.38,938.46002,944.73999
2009/06/01,923.26001,947.77002,923.26001,942.87
2009/05/29,907.02002,920.02002,903.56,919.14001
2009/05/28,892.96002,909.45001,887.59998,906.83002
2009/05/27,909.95001,913.84003,891.87,893.06
2009/05/26,887,911.76001,881.46002,910.33002
2009/05/22,888.67999,896.65002,883.75,887
2009/05/21,900.41998,900.41998,879.60999,888.33002
2009/05/20,908.62,924.59998,901.37,903.46997
2009/05/19,909.66998,916.39001,905.21997,908.13
2009/05/18,886.07001,910,886.07001,909.71002
2009/05/15,892.76001,896.96997,878.94,882.88
2009/05/14,884.23999,898.35999,882.52002,893.07001
2009/05/13,905.40002,905.40002,882.79999,883.91998
2009/05/12,910.52002,915.57001,896.46002,908.34998
2009/05/11,922.98999,922.98999,908.67999,909.23999
2009/05/08,909.03003,930.16998,909.03003,929.22998
2009/05/07,919.58002,929.58002,901.35999,907.39001
2009/05/06,903.95001,920.28003,903.95001,919.53003
2009/05/05,906.09998,907.70001,897.34003,903.79999
2009/05/04,879.21002,907.84998,879.21002,907.23999
2009/05/01,872.73999,880.47998,866.09998,877.52002
2009/04/30,876.59003,888.70001,868.51001,872.81
2009/04/29,856.84998,882.06,856.84998,873.64001
2009/04/28,854.47998,864.47998,847.12,855.15997
2009/04/27,862.82001,868.83002,854.65002,857.51001
2009/04/24,853.90997,871.79999,853.90997,866.22998
2009/04/23,844.62,852.87,835.45001,851.91998
2009/04/22,847.26001,861.78003,840.57001,843.54999
2009/04/21,831.25,850.09003,826.83002,850.08002
2009/04/20,868.27002,868.27002,832.39001,832.39001
2009/04/17,865.17999,875.63,860.87,869.59998
2009/04/16,854.53998,870.34998,847.03998,865.29999
2009/04/15,839.44,852.92999,835.58002,852.06
2009/04/14,856.88,856.88,840.25,841.5
2009/04/13,855.33002,864.31,845.34998,858.72998
2009/04/09,829.28998,856.90997,829.28998,856.56
2009/04/08,816.76001,828.41998,814.84003,825.15997
2009/04/07,834.12,834.12,814.53003,815.54999
2009/04/06,839.75,839.75,822.78998,835.47998
2009/04/03,835.13,842.5,826.70001,842.5
2009/04/02,814.53003,845.60999,814.53003,834.38
2009/04/01,793.59003,813.62,783.32001,811.08002
2009/03/31,790.88,810.47998,790.88,797.87
2009/03/30,809.07001,809.07001,779.81,787.53003
2009/03/27,828.67999,828.67999,813.42999,815.94
2009/03/26,814.06,832.97998,814.06,832.85999
2009/03/25,806.81,826.78003,791.37,813.88
2009/03/24,820.59998,823.65002,805.47998,806.12
2009/03/23,772.31,823.37,772.31,822.91998
2009/03/20,784.58002,788.90997,766.20001,768.53998
2009/03/19,797.91998,803.23999,781.82001,784.03998
2009/03/18,776.01001,803.03998,765.64001,794.34998
2009/03/17,753.88,778.12,749.92999,778.12
2009/03/16,758.84003,774.53003,753.37,753.89001
2009/03/13,751.96997,758.28998,742.46002,756.54999
2009/03/12,720.89001,752.63,714.76001,750.73999
2009/03/11,719.59003,731.91998,713.84998,721.35999
2009/03/10,679.28003,719.59998,679.28003,719.59998
2009/03/09,680.76001,695.27002,672.88,676.53003
2009/03/06,684.03998,699.09003,666.78998,683.38
2009/03/05,708.27002,708.27002,677.92999,682.54999
2009/03/04,698.59998,724.12,698.59998,712.87
2009/03/03,704.44,711.66998,692.29999,696.33002
2009/03/02,729.57001,729.57001,699.70001,700.82001
2009/02/27,749.92999,751.27002,734.52002,735.09003
2009/02/26,765.76001,779.41998,751.75,752.83002
2009/02/25,770.64001,780.12,752.89001,764.90002
2009/02/24,744.69,775.48999,744.69,773.14001
2009/02/23,773.25,777.84998,742.37,743.33002
2009/02/20,775.87,778.69,754.25,770.04999
2009/02/19,787.90997,797.58002,777.03003,778.94
2009/02/18,791.06,796.16998,780.42999,788.41998
2009/02/17,818.60999,818.60999,789.16998,789.16998
2009/02/13,833.95001,839.42999,825.21002,826.84003
2009/02/12,829.90997,835.47998,808.06,835.19
2009/02/11,827.40997,838.21997,822.29999,833.73999
2009/02/10,866.87,868.04999,822.98999,827.15997
2009/02/09,868.23999,875.01001,861.65002,869.89001
2009/02/06,846.09003,870.75,845.41998,868.59998
2009/02/05,831.75,850.54999,819.90997,845.84998
2009/02/04,837.77002,851.84998,829.17999,832.22998
2009/02/03,825.69,842.59998,821.97998,838.51001
2009/02/02,823.09003,830.78003,812.87,825.44
2009/01/30,845.69,851.65997,821.66998,825.88
2009/01/29,868.89001,868.89001,844.15002,845.14001
2009/01/28,845.72998,877.85999,845.72998,874.09003
2009/01/27,837.29999,850.45001,835.40002,845.71002
2009/01/26,832.5,852.53003,827.69,836.57001
2009/01/23,822.15997,838.60999,806.07001,831.95001
2009/01/22,839.73999,839.73999,811.28998,827.5
2009/01/21,806.77002,841.71997,804.29999,840.23999
2009/01/20,849.64001,849.64001,804.46997,805.21997
2009/01/16,844.45001,858.13,830.65997,850.12
2009/01/15,841.98999,851.59003,817.03998,843.73999
2009/01/14,867.28003,867.28003,836.92999,842.62
2009/01/13,869.78998,877.02002,862.02002,871.78998
2009/01/12,890.40002,890.40002,864.32001,870.26001
2009/01/09,909.90997,911.92999,888.31,890.34998
2009/01/08,905.72998,910,896.81,909.72998
2009/01/07,927.45001,927.45001,902.37,906.65002
2009/01/06,931.16998,943.84998,927.28003,934.70001
2009/01/05,929.16998,936.63,919.53003,927.45001
2009/01/02,902.98999,934.72998,899.34998,931.79999
2008/12/31,890.59003,910.32001,889.66998,903.25
2008/12/30,870.58002,891.12,870.58002,890.64001
2008/12/29,872.37,873.70001,857.07001,869.41998
2008/12/26,869.51001,873.73999,866.52002,872.79999
2008/12/24,863.87,869.78998,861.44,868.15002
2008/12/23,874.31,880.44,860.09998,863.15997
2008/12/22,887.20001,887.37,857.09003,871.63
2008/12/19,886.96002,905.46997,883.02002,887.88
2008/12/18,905.97998,911.02002,877.44,885.28003
2008/12/17,908.15997,918.84998,895.94,904.41998
2008/12/16,871.53003,914.65997,871.53003,913.17999
2008/12/15,881.07001,884.63,857.71997,868.57001
2008/12/12,871.78998,883.23999,851.34998,879.72998
2008/12/11,898.34998,904.63,868.72998,873.59003
2008/12/10,892.16998,908.27002,885.45001,899.23999
2008/12/09,906.47998,916.26001,885.38,888.66998
2008/12/08,882.71002,918.57001,882.71002,909.70001
2008/12/05,844.42999,879.41998,818.40997,876.07001
2008/12/04,869.75,875.59998,833.59998,845.21997
2008/12/03,843.59998,873.12,827.59998,870.73999
2008/12/02,817.94,850.53998,817.94,848.81
2008/12/01,888.60999,888.60999,815.69,816.21002
2008/11/28,886.89001,896.25,881.21002,896.23999
2008/11/26,852.90002,887.67999,841.37,887.67999
2008/11/25,853.40002,868.94,834.98999,857.39001
2008/11/24,801.20001,865.59998,801.20001,851.81
